ISBN;AccessionNum;LoanID;Title;Genre;Category;Publisher;Author;Author;OnLoan;Stock;Language;YearOfPublication;Yazar ISBN Kodu
ISBN_000000000000111;ACCS_000000000000115;LOAN_000000000000116; H?zrla K?rk Saat ?iirler I??;Hikâye;Türk Edebiyat?;Profil Kitap;Sezai Karakoç;Sezai;Karakoç;0;Türkçe;45449,40712;100033
ISBN_000000000000112;ACCS_000000000000116;LOAN_000000000000117; Hikayeler;Çocuk / Hikâye;Türk Edebiyat?;Profil Kitap;Ahmet Hamdi Tanp?nar;Ahmet Hamdi;Tanp?nar;0;Türkçe;45434,50122;100011
ISBN_000000000000113;ACCS_000000000000117;LOAN_000000000000118; Hikayelerim;Hikâye;Türk Edebiyat?;Profil Kitap;Necip Faz?l K?sakürek;Necip Faz?l;K?sakürek;0;Türkçe;45449,33896;100038
ISBN_000000000000114;ACCS_000000000000118;LOAN_000000000000119; Huzur;Tarihi Roman;Türk Edebiyat?;Tima?;Ahmet Hamdi Tanp?nar;Ahmet Hamdi;Tanp?nar;0;Türkçe;45449,33896;100011
ISBN_000000000000115;ACCS_000000000000118;LOAN_000000000000120; Huzur;Roman;Türk Edebiyat?;Tima?;Ahmet Hmadi Tan?p?nar;Ahmet Hmadi;Tan?p?nar;0;Türkçe;45429,428;100086
ISBN_000000000000116;ACCS_000000000000119;LOAN_000000000000121; Hünkar?m;?iir;Türk Edebiyat?;Tima?;Bahad?r Yeni?ehirlio?lu;Bahad?r;Yeni?ehirlio?lu;0;Türkçe;45429,4578;100087
ISBN_000000000000117;ACCS_000000000000120;LOAN_000000000000122; Hz.Muhammed (S.A.V.)'?n Hayat?;Roman;Türk Edebiyat?;Tima?;Mustafa S?bai;Mustafa;S?bai;0;Türkçe;45429,38056;100013
ISBN_000000000000118;ACCS_000000000000121;LOAN_000000000000123; Hz.Muhammed(S.A.V.) ?çin Bülbülün K?? ?ark?s?;Siyer;Türk Edebiyat?;Kap? Yay?nlar?;?skender Pala;?skender;Pala;0;Türkçe;45443,53375;100059
ISBN_000000000000119;ACCS_000000000000122;LOAN_000000000000124; Iss?zl?g?n Ortas?;Roman;Türk Edebiyat?;Yeditepe Yay?nlar?;Mehmet Ero?lu;Mehmet;Ero?lu;0;Türkçe;45429,41523;100066
ISBN_000000000000120;ACCS_000000000000123;LOAN_000000000000125; ?bn Battuta Seyahatnamesi;?iir / Din;Türk Edebiyat?;Kap? Yay?nlar?;Ebu Abdulah Muhammed ?bn Battuta Tanc?;Ebu Abdulah Muhammed ?bn Battuta;Tanc?;0;Türkçe;45429,41527;100088
ISBN_000000000000121;ACCS_000000000000124;LOAN_000000000000126; ?brahim Efendi Kona??;Seyahatname / Tarih;Türk Edebiyat?;Kap? Yay?nlar?;Samiha Ayverdi;Samiha;Ayverdi;0;Türkçe;45415,5056;100089
ISBN_000000000000122;ACCS_000000000000125;LOAN_000000000000127; ?ki Da? Aras?nda;Roman;Türk Edebiyat?;Kap? Yay?nlar?;Ali Bal;Ali;Bal;0;Türkçe;45415,51763;100090
ISBN_000000000000123;ACCS_000000000000126;LOAN_000000000000128; ?ki Dirhem Bir Çekirdek;Roman;Türk Edebiyat?;Kap? Yay?nlar?;?skender Pala;?skender;Pala;0;Türkçe;44531,54868;100059
ISBN_000000000000124;ACCS_000000000000127;LOAN_000000000000129; ?ki ?ehrin Hikayesi;Dil / Deneme;?ngiliz Edebiyat?;Kap? Yay?nlar?;Charles Dickens;Charles;Dickens;0;Türkçe;45449,32941;100091
ISBN_000000000000125;ACCS_000000000000128;LOAN_000000000000130; ?ki ?ehrin ?nsanlar?;Roman / Dünya Klasi?i;?ngiliz Edebiyat?;Kap? Yay?nlar?;Charles Dickens;Charles;Dickens;0;Türkçe;45449,33019;100091
ISBN_000000000000126;ACCS_000000000000129;LOAN_000000000000131; ?mparatorluktan Cumhuriyete;Roman;Türk Edebiyat?;Kap? Yay?nlar?;Halil ?nalc?k;Halil;?nalc?k;0;Türkçe;45449,33094;100047
ISBN_000000000000127;ACCS_000000000000130;LOAN_000000000000132; ?nsan Neyle Ya?ar;Tarih;Rus Edebiyat?;Kap? Yay?nlar?;L.N.Tolstoy;Nikolayeviç;Tolstoy;0;Türkçe;45449,45907;100019
ISBN_000000000000128;ACCS_000000000000131;LOAN_000000000000133; ?nsan?n Acay?p K?sa Tarihi;Hikâye / Dünya Klasi?i;Türk Edebiyat?;Kap? Yay?nlar?;Günay Süngü;Günay;Süngü;0;Türkçe;45415,49365;100092
ISBN_000000000000129;ACCS_000000000000132;LOAN_000000000000134; ?nsanl???n Dirili?i;Popüler Bilim / Tarih;Türk Edebiyat?;Kap? Yay?nlar?;Sezai Karakoç;Sezai;Karakoç;0;Türkçe;45449,43867;100033
ISBN_000000000000130;ACCS_000000000000133;LOAN_000000000000135; ?nsanl???n Medeniyet Destan?;Tarih;Tarih ve Co?rafya;Kap? Yay?nlar?;Roger Goraudy;Roger;Goraudy;0;Türkçe;45429,46606;100093
ISBN_000000000000131;ACCS_000000000000134;LOAN_000000000000136; ?nsanl???n Y?ld?z?n?n Parlad??? Anlar;Tarih;Alman Edebiyat?;Kap? Yay?nlar?;Stefan Zw?g;Stefan;Zw?g;0;Türkçe;45415,51403;100094
ISBN_000000000000132;ACCS_000000000000135;LOAN_000000000000137; ?pek Yolu;Tarih;Tarih ve Co?rafya;Kap? Yay?nlar?;Helmut Uhlig;Helmut;Uhlig;0;Türkçe;45586,54704;100095
ISBN_000000000000133;ACCS_000000000000136;LOAN_000000000000138; ?slam Ahlak?;Dinî eser;Din ve Mitoloji;Kap? Yay?nlar?;M. Hadimi;M.;Hadimi;0;Türkçe;45415,50047;100096
ISBN_000000000000134;ACCS_000000000000137;LOAN_000000000000139; ?slam?n Dirili?i;Dinî eser;Türk Edebiyat?;Kap? Yay?nlar?;Sezai Karakoç;Sezai;Karakoç;0;Türkçe;45429,43719;100033
ISBN_000000000000135;ACCS_000000000000138;LOAN_000000000000140; ?slamiyet Öncesi Türkler;Tarih;Türk Edebiyat?;Yeditepe Yay?nlar?;Pelin Çift&Ahmet Ta?a?il;Pelin Çift&Ahmet;Ta?a?il;0;Türkçe;45415,54376;100097
ISBN_000000000000136;ACCS_000000000000138;LOAN_000000000000141; ?slamiyet Öncesi Türkler;Tarih;Türk Edebiyat?;Yeditepe Yay?nlar?;Palin Çift/Ahmet Ta?agll;Palin Çift/Ahmet;Ta?agll;0;Türkçe;45419,55389;100098
ISBN_000000000000137;ACCS_000000000000139;LOAN_000000000000142; ?smail Hakk? Tonguç;Biyografi;Türk Edebiyat?;Yeditepe Yay?nlar?;Engin Tonguç;Engin;Tonguç;0;Türkçe;45586,54704;100099
ISBN_000000000000138;ACCS_000000000000140;LOAN_000000000000143; ??te Önderimiz Hz.Muhammed;Dinî eser;Türk Edebiyat?;Yeditepe Yay?nlar?;Prof. Dr. ?hsan Süreyya S?rma;Prof. Dr. ?hsan Süreyya;S?rma;0;Türkçe;45586,54704;100100
ISBN_000000000000139;ACCS_000000000000141;LOAN_000000000000144; Kalbimin Efendisi;Roman;Türk Edebiyat?;Yeditepe Yay?nlar?;Salih Suruç;Salih;Suruç;0;Türkçe;45429,36422;100101
ISBN_000000000000140;ACCS_000000000000142;LOAN_000000000000145; Kara Kapl? Kitap;Roman;Türk Edebiyat?;Yeditepe Yay?nlar?;Aysun Pek?en;Aysun;Pek?en;0;Türkçe;45415,55025;100102
ISBN_000000000000141;ACCS_000000000000142;LOAN_000000000000146; Kara Kapl? Kitap;Tarihî roman;Türk Edebiyat?;Yeditepe Yay?nlar?;Aysun Pek?an;Aysun;Pek?an;0;Türkçe;45449,44253;100102
ISBN_000000000000142;ACCS_000000000000143;LOAN_000000000000147; Kay?  IV;Tarihî roman;Türk Edebiyat?;Yeditepe Yay?nlar?;Ahmet ?im?irgil;Ahmet;?im?irgil;0;Türkçe;45419,51337;100063
ISBN_000000000000143;ACCS_000000000000144;LOAN_000000000000148; Kay? I;Tarihî roman;Türk Edebiyat?;Yeditepe Yay?nlar?;Ahmet ?im?irli?il;Ahmet;?im?irli?il;0;Türkçe;45419,54569;100063
ISBN_000000000000144;ACCS_000000000000145;LOAN_000000000000149; Kay? II;Tarihî roman;Türk Edebiyat?;Yeditepe Yay?nlar?;Ahmet ?im?irgil;Ahmet;?im?irgil;0;Türkçe;45429,37007;100063
ISBN_000000000000145;ACCS_000000000000146;LOAN_000000000000150; Kay? III;Tarihî roman;Türk Edebiyat?;Yeditepe Yay?nlar?;Prof.Dr.Ahmet ?im?irgil;Prof.Dr.Ahmet;?im?irgil;0;Türkçe;45435,50407;100103
ISBN_000000000000146;ACCS_000000000000147;LOAN_000000000000151; Kay?p Yüzy?l?n Prensesi;Roman;Türk Edebiyat?;Yeditepe Yay?nlar?;Kahraman Tazeo?lu;Kahraman;Tazeo?lu;0;Türkçe;45449,47176;100104
ISBN_000000000000147;ACCS_000000000000148;LOAN_000000000000152; Kay?-V;Roman;Türk Edebiyat?;Yeditepe Yay?nlar?;Ahmet ?im?irgil;Ahmet;?im?irgil;0;Türkçe;45449,40282;100063
ISBN_000000000000148;ACCS_000000000000149;LOAN_000000000000153; Kekik Kokulu Sevda;Fabl / Klasik;Türk Edebiyat?;Yeditepe Yay?nlar?;Osman Alagöz;Osman;Alagöz;0;Türkçe;45449,40845;100078
ISBN_000000000000149;ACCS_000000000000150;LOAN_000000000000154; Kelile Ve Dimne;?iir;Dünya Edebiyat?;Yeditepe Yay?nlar?;Beydaba;Beydaba;0;0;Türkçe;45419,53837;100105
ISBN_000000000000150;ACCS_000000000000151;LOAN_000000000000155; Kendi Gök Kubbemiz;Deneme;Türk Edebiyat?;Yeditepe Yay?nlar?;Yahya Kemal;Yahya;Kemal;0;Türkçe;45419,52955;100006
ISBN_000000000000151;ACCS_000000000000152;LOAN_000000000000156; K?l?ç Ve Kelime;Roman;Din ve Mitoloji;Yeditepe Yay?nlar?;?madüddin Halil;?madüddin;Halil;0;Türkçe;45449,34095;100106
ISBN_000000000000152;ACCS_000000000000153;LOAN_000000000000157; K?sa Türkiye Tarihi;Roman;Türk Edebiyat?;Yeditepe Yay?nlar?;Kemal Karpat;Kemal;Karpat;0;Türkçe;45449,34497;100020
ISBN_000000000000153;ACCS_000000000000154;LOAN_000000000000158; K?skanmak;Bilimkurgu;Türk Edebiyat?;Yeditepe Yay?nlar?;Nahit S?rr? Örik;Nahit S?rr?;Örik;0;Türkçe;45419,53296;100107
ISBN_000000000000154;ACCS_000000000000155;LOAN_000000000000159; Kilit;Ki?isel geli?im;Türk Edebiyat?;Yeditepe Yay?nlar?;M.Necati Sepetçio?lu;M.Necati;Sepetçio?lu;0;Türkçe;45419,53175;100108
ISBN_000000000000155;ACCS_000000000000156;LOAN_000000000000160; Ki?isel ?maj;Hikâye;Türk Edebiyat?;Yeditepe Yay?nlar?;Müjde Ker Dincer;Müjde Ker;Dincer;0;Türkçe;45419,53247;100109
ISBN_000000000000156;ACCS_000000000000157;LOAN_000000000000161; Kitapç? Mendel;Tarih;Alman Edebiyat?;Yeditepe Yay?nlar?;Stefan Zweig;Stefan;Zweig;0;Türkçe;45419,54455;100094
ISBN_000000000000157;ACCS_000000000000158;LOAN_000000000000162; Klon;Bilimkurgu;Dünya Edebiyat?;Yeditepe Yay?nlar?;Kev?n Gu?lf?le;Kev?n;Gu?lf?le;0;Türkçe;45419,51618;100110
ISBN_000000000000158;ACCS_000000000000159;LOAN_000000000000163; Konsüllük Eyaletleri Hakk?nda;Hikâye;Tarih ve Co?rafya;Yeditepe Yay?nlar?;C?cero;C?cero;0;0;Türkçe;45419,4975;100111
ISBN_000000000000159;ACCS_000000000000160;LOAN_000000000000164; Kudus Tarihin Kalbi;Tarih;Türk Edebiyat?;Yeditepe Yay?nlar?;Sefer Turan;Sefer;Turan;0;Türkçe;45449,40586;100071
ISBN_000000000000160;ACCS_000000000000161;LOAN_000000000000165; Kudüs'Üm Gizemli Tarihi;Fantastik roman;Türk Edebiyat?;Yeditepe Yay?nlar?;Pelin Çift/ Ömer Faruk Harman;Pelin Çift/ Ömer Faruk;Harman;0;Türkçe;45415,55101;100112
ISBN_000000000000161;ACCS_000000000000162;LOAN_000000000000166; Kumarbaz;Roman;Rus Edebiyat?;Kumsaati Yay?nlar?;Dostoyevski;Dostoyevski;0;0;Türkçe;45449,45416;100113
ISBN_000000000000162;ACCS_000000000000163;LOAN_000000000000167; Kuran Kerimde Peygamber K?ssalar?;Dini Eser;Türk Edebiyat?;Kumsaati Yay?nlar?;Ahmet Kaleli;Ahmet;Kaleli;0;Türkçe;45449,42751;100063
ISBN_000000000000163;ACCS_000000000000164;LOAN_000000000000168; Ku?lar Yas?na Gider;Roman;Türk Edebiyat?;Yky Yap? Kredi Yay?nlar?;Hasan Ali Topba?;Hasan Ali;Topba?;0;Türkçe;45429,34324;100054
ISBN_000000000000164;ACCS_000000000000164;LOAN_000000000000169; Ku?lar Yas?na Gider;Roman;Türk Edebiyat?;Yky Yap? Kredi Yay?nlar?;Hasan Ali Topta?;Hasan Ali;Topta?;0;Türkçe;45449,40207;100054
ISBN_000000000000165;ACCS_000000000000165;LOAN_000000000000170; Kuyruklu Y?ld?z Alt?nda Bir ?zdivaç;Roman;Türk Edebiyat?;Yky Yap? Kredi Yay?nlar?;Hüseyin Rahhmi Gürpinar;Hüseyin Rahhmi;Gürpinar;0;Türkçe;45419,51013;100114
ISBN_000000000000166;ACCS_000000000000166;LOAN_000000000000171; Küçük ?eyler;Tarih;Türk Edebiyat?;Yeditepe Yay?nlar?;Sami Pa?azade Sezai;Sami Pa?azade;Sezai;0;Türkçe;45419,54411;100115
ISBN_000000000000167;ACCS_000000000000167;LOAN_000000000000172; Küller Ve Uçurumlar;Roman;Türk Edebiyat?;Dedalus Kitap;Necip Tosun;Necip;Tosun;0;Türkçe;45419,54693;100040
ISBN_000000000000168;ACCS_000000000000168;LOAN_000000000000173; Kürk Mantolu Madonna;Roman;Türk Edebiyat?;Yky Yap? Kredi Yay?nlar?;Sabahattin  Ali;Sabahattin;Ali;0;Türkçe;45307,53037;100116
ISBN_000000000000169;ACCS_000000000000168;LOAN_000000000000174; Kürk Mantolu Madonna;Roman;Türk Edebiyat?;Yky Yap? Kredi Yay?nlar?;Sabahattin Ali;Sabahattin;Ali;0;Türkçe;45586,54704;100116
ISBN_000000000000169;ACCS_000000000000169;LOAN_000000000000175; Kürk Mantolu Madonna;Roman;Türk Edebiyat?;Can Yay?nlar?;Sabahattin Ali;Sabahattin;Ali;0;Türkçe;45434,51696;100116
ISBN_000000000000170;ACCS_000000000000170;LOAN_000000000000176; Mah?erin Dört Atl?s?;Roman;Türk Edebiyat?;Türkiye ?? Bankas? Kültür Yay?nlar?;Hasan Ali Yücel;Hasan Ali;Yücel;0;Türkçe;45429,45464;100054
ISBN_000000000000171;ACCS_000000000000171;LOAN_000000000000177; Mahur Beste;Roman;Türk Edebiyat?;Türkiye ?? Bankas? Kültür Yay?nlar?;Ahmet Hamdi Tanp?nar;Ahmet Hamdi;Tanp?nar;0;Türkçe;45447,36487;100011
ISBN_000000000000172;ACCS_000000000000172;LOAN_000000000000178; Mai Ve Siyah;Tarih;Türk Edebiyat?;Türkiye ?? Bankas? Kültür Yay?nlar?;Halit Ziya U?akl?gil;Halit Ziya;U?akl?gil;0;Türkçe;45449,44644;100117
ISBN_000000000000173;ACCS_000000000000173;LOAN_000000000000179; Malazgirt'Te Bir Cuma Sabah?;Tarih;Türk Edebiyat?;Türkiye ?? Bankas? Kültür Yay?nlar?;Yavuz Bahad?ro?lu;Yavuz;Bahad?ro?lu;0;Türkçe;45434,50905;100118
ISBN_000000000000174;ACCS_000000000000174;LOAN_000000000000180; Medeniyet  Türk Yolu;Biyografi;Türk Edebiyat?;Türkiye ?? Bankas? Kültür Yay?nlar?;Mehmet Çagr? K?z?ta?;Mehmet Çagr?;K?z?ta?;0;Türkçe;45434,5211;100119
ISBN_000000000000175;ACCS_000000000000175;LOAN_000000000000181; Medine Müdafaas?;Biyografi;Türk Edebiyat?;Tima?;?smail Bilgin;?smail;Bilgin;0;Türkçe;45586,54682;100120
ISBN_000000000000176;ACCS_000000000000176;LOAN_000000000000182; Mehmed Akif;Roman;Türk Edebiyat?;Tima?;Sezai Karakoç;Sezai;Karakoç;0;Türkçe;45419,53942;100033
ISBN_000000000000177;ACCS_000000000000177;LOAN_000000000000183; Mehmet Akif;Tasavvuf;Türk Edebiyat?;Tima?;Nurettin Topçu;Nurettin;Topçu;0;Türkçe;45449,47275;100121
ISBN_000000000000178;ACCS_000000000000178;LOAN_000000000000184; Menek?eli Mektup;Tarih;Türk Edebiyat?;Tima?;Mustafa Kutlu;Mustafa;Kutlu;0;Türkçe;45419,54912;100013
ISBN_000000000000179;ACCS_000000000000179;LOAN_000000000000185; Mevlana;Roman;Türk Edebiyat?;Tima?;Alya Abak;Alya;Abak;0;Türkçe;45449,4205;100122
ISBN_000000000000180;ACCS_000000000000180;LOAN_000000000000186; M?s?r Apartman?;Deneme;Türk Edebiyat?;Tima?;Sevda K?dey?;Sevda;K?dey?;0;Türkçe;45586,54676;100123
ISBN_000000000000181;ACCS_000000000000181;LOAN_000000000000187; Milli Mücadele'De Anadolu Kad?nlar? Müdafaa-? Vatan Cemiyeti;?iir;Türk Edebiyat?;Tima?;Prof. Dr. Bekir S?tk? Baykal;Prof. Dr. Bekir S?tk?;Baykal;0;Türkçe;45586,54676;100124
ISBN_000000000000182;ACCS_000000000000182;LOAN_000000000000188; Modern Klasikler Dizisi;Roman;?ngiliz Edebiyat?;Tima?;George Orwell;George;Orwell;0;Türkçe;44524,56683;100001
ISBN_000000000000183;ACCS_000000000000183;LOAN_000000000000189; Monna Rosa;Roman;Türk Edebiyat?;Tima?;Sezai Karakoç;Sezai;Karakoç;0;Türkçe;45415,53519;100033
ISBN_000000000000184;ACCS_000000000000184;LOAN_000000000000190; Müslümanca Dü?ünme Üzerine Denemeler;Ki?isel geli?im;Türk Edebiyat?;?z Yay?nc?l?k;Rasim Özdenören;Rasim;Özdenören;0;Türkçe;45443,53712;100077
ISBN_000000000000185;ACCS_000000000000185;LOAN_000000000000191; My Father'S House;Destan;Türk Edebiyat?;?z Yay?nc?l?k;Orhan Kemal;Orhan;Kemal;0;Türkçe;45429,41428;100029
ISBN_000000000000186;ACCS_000000000000186;LOAN_000000000000192; Namazgah Tepe;Destan;Türk Edebiyat?;?z Yay?nc?l?k;Mikalil Çolak;Mikalil;Çolak;0;Türkçe;45415,53024;100125
ISBN_000000000000187;ACCS_000000000000187;LOAN_000000000000193; Neyin S?rr?;E?itim / Çocuk geli?imi;Türk Edebiyat?;?z Yay?nc?l?k;Be?bir  Ayvazo?lu;Be?bir;Ayvazo?lu;0;Türkçe;45449,43819;100126
ISBN_000000000000188;ACCS_000000000000188;LOAN_000000000000194; Notre Damen?n Kamburu;Felsefe;Frans?z Edebiyat?;?z Yay?nc?l?k;V?ctor Hugo;V?ctor;Hugo;0;Türkçe;45419,50383;100127
ISBN_000000000000189;ACCS_000000000000189;LOAN_000000000000195; Nur;Felsefe;Türk Edebiyat?;?z Yay?nc?l?k;Mustafa Kutlu;Mustafa;Kutlu;0;Türkçe;45443,48115;100013
ISBN_000000000000190;ACCS_000000000000190;LOAN_000000000000196; O?uz Ka?an Destan?;Tarihî roman;Türk Edebiyat?;Yeditepe Yay?nlar?;Tufan Gündüz;Tufan;Gündüz;0;Türkçe;45429,37146;100128
ISBN_000000000000191;ACCS_000000000000191;LOAN_000000000000197; Okul  Çag? Çocugu;Tarih;Türk Edebiyat?;Yeditepe Yay?nlar?;Haluk Yavuzer;Haluk;Yavuzer;0;Türkçe;45449,46833;100025
ISBN_000000000000192;ACCS_000000000000192;LOAN_000000000000198; Olmak Cesareti;E?itim;Türk Edebiyat?;Kap? Yay?nlar?;Kemal Sayar;Kemal;Sayar;0;Türkçe;45429,40221;100020
ISBN_000000000000193;ACCS_000000000000193;LOAN_000000000000199; Orhan Gazi;Roman;Türk Edebiyat?;Kap? Yay?nlar?;Cavit Ersen;Cavit;Ersen;0;Türkçe;45419,50106;100129
ISBN_000000000000194;ACCS_000000000000194;LOAN_000000000000200; Osman Gazi;Tarih;Türk Edebiyat?;Kap? Yay?nlar?;Cavit Ersen;Cavit;Ersen;0;Türkçe;45449,39145;100129
ISBN_000000000000195;ACCS_000000000000195;LOAN_000000000000201; Osmanl? Co?rafyas?na Yolculuk;Nasihatname;Türk Edebiyat?;Kap? Yay?nlar?;Haluk Dursun;Haluk;Dursun;0;Türkçe;45419,53784;100025
ISBN_000000000000196;ACCS_000000000000196;LOAN_000000000000202; Osmanl? Gerçekleri I??;Dinî eser;Türk Edebiyat?;Kap? Yay?nlar?;Ahmet ?im?irgil;Ahmet;?im?irgil;0;Türkçe;45415,51679;100063
ISBN_000000000000197;ACCS_000000000000197;LOAN_000000000000203; Osmanl?da Egitim Ögretim;Dinî eser;Türk Edebiyat?;Kap? Yay?nlar?;Ziya Kaz?c?;Ziya;Kaz?c?;0;Türkçe;45429,36313;100130
ISBN_000000000000198;ACCS_000000000000198;LOAN_000000000000204; Osmanl?da Toplum Yap?s?;Dinî eser;Türk Edebiyat?;Kap? Yay?nlar?;Ziya Kaz?c?;Ziya;Kaz?c?;0;Türkçe;45443,53581;100130
ISBN_000000000000199;ACCS_000000000000199;LOAN_000000000000205; Otuzuncu Peron;Roman;Türk Edebiyat?;Kap? Yay?nlar?;Necip  Tosun;Necip;Tosun;0;Türkçe;45449,41971;100040
ISBN_000000000000200;ACCS_000000000000200;LOAN_000000000000206; Öfke Kontrolü;Tarihî roman;Türk Edebiyat?;?z Yay?nc?l?k;Mehap Kayao?lu;Mehap;Kayao?lu;0;Türkçe;45419,50549;100131
ISBN_000000000000201;ACCS_000000000000201;LOAN_000000000000207; Padi?ah K?ssalar?;Roman;Türk Edebiyat?;?nsan Yay?nlar?;Alim Baki Akkoç;Alim Baki;Akkoç;0;Türkçe;45447,3774;100132
ISBN_000000000000202;ACCS_000000000000202;LOAN_000000000000208; Pendname;Postmodern roman;Türk Edebiyat?;Kap? Yay?nlar?;Feriddüdin Attar;Feriddüdin;Attar;0;Türkçe;45419,53648;100133
ISBN_000000000000203;ACCS_000000000000203;LOAN_000000000000209; Peygamber'?n Aynalar?;Dini Eser;Türk Edebiyat?;Kap? Yay?nlar?;A. Ali Ural;A. Ali;Ural;0;Türkçe;45429,38427;100134
ISBN_000000000000204;ACCS_000000000000204;LOAN_000000000000210; Peygamberler Tarihi;Dini Eser;Türk Edebiyat?;Kap? Yay?nlar?;?hsan Sürayas?rma;?hsan;Sürayas?rma;0;Türkçe;45449,41633;100135
ISBN_000000000000205;ACCS_000000000000204;LOAN_000000000000211; Peygamberler Tarihi;Dini Eser;Türk Edebiyat?;Kap? Yay?nlar?;Cemalaettin Yaz?c?;Cemalaettin;Yaz?c?;0;Türkçe;45435,50008;100136
ISBN_000000000000206;ACCS_000000000000205;LOAN_000000000000212; Peygembere Sevdirilen Kad?n;Roman;Türk Edebiyat?;Kap? Yay?nlar?;Cemal Nur Sargut;Cemal Nur;Sargut;0;Türkçe;45435,50036;100137
ISBN_000000000000207;ACCS_000000000000206;LOAN_000000000000213; Posta Kutusundaki M?z?ka;Roman;Türk Edebiyat?;?ûle Yay?nlar?;A.Ali Ural;A.Ali;Ural;0;Türkçe;45419,51095;100138
ISBN_000000000000208;ACCS_000000000000207;LOAN_000000000000214; Pusulu K?talar Atlas?;Roman;Türk Edebiyat?;?ûle Yay?nlar?;?hsan Oktay Anar;?hsan Oktay;Anar;0;Türkçe;45434,50328;100139
ISBN_000000000000209;ACCS_000000000000208;LOAN_000000000000215; Rob?nson Cruose;Roman;Dünya Edebiyat?;?ûle Yay?nlar?;Dan?el Defeo;Dan?el;Defeo;0;Türkçe;45434,50343;100140
ISBN_000000000000210;ACCS_000000000000209;LOAN_000000000000216; Ruhun Derin Yaralar?;?iir;Türk Edebiyat?;?ûle Yay?nlar?;Kemal Sayar;Kemal;Sayar;0;Türkçe;45449,41311;100020
ISBN_000000000000211;ACCS_000000000000210;LOAN_000000000000217; Ruhun Dirili?i;Roman;Türk Edebiyat?;?ûle Yay?nlar?;Sezai Karakoç;Sezai;Karakoç;0;Türkçe;45449,41363;100033
ISBN_000000000000212;ACCS_000000000000211;LOAN_000000000000218; Rüyalar Ve Uyan?? Defteri;Roman;Türk Edebiyat?;?ûle Yay?nlar?;Latife Tekin;Latife;Tekin;0;Türkçe;45449,41454;100141
ISBN_000000000000213;ACCS_000000000000212;LOAN_000000000000219; Saatleri Ayarlama Enstitüsü;Tiyatro;Türk Edebiyat?;?ûle Yay?nlar?;Ahmet Hamdi Tanp?nar;Ahmet Hamdi;Tanp?nar;0;Türkçe;45449,41512;100011
ISBN_000000000000214;ACCS_000000000000213;LOAN_000000000000220; Saatleri Ayarlama Entitüsü;Deneme;Türk Edebiyat?;?ûle Yay?nlar?;Ahmet Hamdi Tanp?nar;Ahmet Hamdi;Tanp?nar;0;Türkçe;45447,36314;100011
ISBN_000000000000215;ACCS_000000000000214;LOAN_000000000000221; Safahat;Roman;Türk Edebiyat?;?skele Yay?nc?l?k;Mehmet Akif Ersoy;Mehmet Akif;Ersoy;0;Türkçe;45449,41575;100142
ISBN_000000000000216;ACCS_000000000000215;LOAN_000000000000222; Sahnenin D???ndakiler;Roman;Türk Edebiyat?;?skele Yay?nc?l?k;Ahmet Hamdi Tanp?nar;Ahmet Hamdi;Tanp?nar;0;Türkçe;45447,38662;100011
ISBN_000000000000217;ACCS_000000000000216;LOAN_000000000000223; Samanyolunda Ziyafet;Roman;Türk Edebiyat?;?skele Yay?nc?l?k;Sezai Karakoç;Sezai;Karakoç;0;Türkçe;45443,48608;100033
ISBN_000000000000218;ACCS_000000000000217;LOAN_000000000000224; Satranç;Tarih / Biyografi;Alman Edebiyat?;?skele Yay?nc?l?k;Stefan Zweig;Stefan;Zweig;0;Türkçe;45434,4931;100094
ISBN_000000000000219;ACCS_000000000000218;LOAN_000000000000225; Sava?ç?;Ki?isel geli?im;Türk Edebiyat?;?skele Yay?nc?l?k;Do?an Cücelo?lu;Do?an;Cücelo?lu;0;Türkçe;45449,41902;100143
ISBN_000000000000220;ACCS_000000000000219;LOAN_000000000000226; Sehiv Seccadesi;Roman;Türk Edebiyat?;?skele Yay?nc?l?k;Bülent Ata;Bülent;Ata;0;Türkçe;45419,54519;100144
ISBN_000000000000221;ACCS_000000000000220;LOAN_000000000000227; Selahhattin Eyyubi;Siyasetname;Türk Edebiyat?;?skele Yay?nc?l?k;Ebubekir Suba??;Ebubekir;Suba??;0;Türkçe;45419,54627;100145
ISBN_000000000000222;ACCS_000000000000221;LOAN_000000000000228; Sevincini Bulmak;Tarih;Türk Edebiyat?;?skele Yay?nc?l?k;Mustafa Kutlu;Mustafa;Kutlu;0;Türkçe;45419,53514;100013
ISBN_000000000000223;ACCS_000000000000222;LOAN_000000000000229; S?laya Dönü?;Hikâye;Türk Edebiyat?;?skele Yay?nc?l?k;Hidayet Gedik;Hidayet;Gedik;0;Türkçe;45434,51501;100146
ISBN_000000000000224;ACCS_000000000000223;LOAN_000000000000230; S?r;Tarihî roman;Türk Edebiyat?;?skele Yay?nc?l?k;Mustafa Kutlu;Mustafa;Kutlu;0;Türkçe;45415,52598;100013
ISBN_000000000000225;ACCS_000000000000224;LOAN_000000000000231; Sinema Senaryolar?;Roman;Türk Edebiyat?;?skele Yay?nc?l?k;Sema Fener;Sema;Fener;0;Türkçe;45415,51959;100147
ISBN_000000000000226;ACCS_000000000000225;LOAN_000000000000232; Sineman?n Özü K?sa Film;Sanat / Sinema;Türk Edebiyat?;Can Yay?nlar?;Sema Sener;Sema;Sener;0;Türkçe;45443,55775;100147
